scores,class
0.95,1
0.96,1
0.99,1
0.995,1
0.89,1
0.965,1
0.91,1
1.0,1
0.995,1
0.98,1
0.95,1
0.805,1
0.84,1
0.97,1
0.925,1
1.0,1
1.0,1
0.85,1
0.925,1
0.94,1
0.605,1
0.975,1
0.98,1
0.88,1
0.96,1
0.675,1
0.82,1
0.865,1
1.0,1
0.985,1
1.0,1
1.0,1
1.0,1
0.945,1
1.0,1
0.925,1
0.135,1
0.995,1
0.765,1
0.85,1
1.0,1
1.0,1
1.0,1
0.99,1
0.635,1
1.0,1
0.99,1
0.995,1
0.965,1
0.995,1
1.0,1
1.0,1
1.0,1
0.995,1
0.945,1
0.98,1
0.99,1
0.995,1
0.865,1
0.985,1
0.73,1
0.96,1
0.975,1
0.73,1
0.36,0
0.09,0
0.39,0
0.31,0
0.715,0
0.0,0
0.535,0
0.08,0
0.01,0
0.16,0
0.025,0
0.0,0
0.045,0
0.225,0
0.375,0
0.21,0
0.125,0
0.08,0
0.015,0
0.195,0
0.35,0
0.34,0
0.02,0
0.69,0
0.17,0
0.285,0
0.28,0
0.795,1
0.95,1
0.995,1
0.995,1
1.0,1
1.0,1
0.72,1
0.98,1
0.95,1
0.935,1
0.995,1
0.985,1
0.84,1
0.98,1
0.975,1
0.605,1
0.95,1
1.0,1
0.69,1
0.995,1
0.9,1
0.99,1
0.95,1
1.0,1
0.92,1
0.955,1
0.965,1
0.985,1
0.995,1
0.925,1
1.0,1
0.995,1
0.5683333333333334,1
0.915,1
1.0,1
0.99,1
0.915,1
0.97,1
0.965,1
0.995,1
0.97,1
0.995,1
0.965,1
1.0,1
0.89,1
0.86,1
0.99,1
0.895,1
0.8225,1
0.995,1
1.0,1
0.555,1
0.99,1
1.0,1
0.745,1
0.425,1
0.96,1
0.99,1
1.0,1
0.92,1
0.935,1
0.94,1
0.85,1
0.97,1
0.12,0
0.37,0
0.375,0
0.005,0
0.0,0
0.085,0
0.02,0
0.285,0
0.68,0
0.50125,0
0.31,0
0.22,0
0.05,0
0.69,0
0.0,0
0.32,0
0.27,0
0.105,0
0.1875,0
0.355,0
0.19,0
0.38,0
0.105,0
0.295,0
0.3,0
0.02,0
0.305,0
0.975,1
0.965,1
0.885,1
0.88,1
0.995,1
1.0,1
0.995,1
0.2,1
0.725,1
1.0,1
0.82,1
0.975,1
1.0,1
0.935,1
1.0,1
0.445,1
0.98,1
1.0,1
1.0,1
0.325,1
0.985,1
0.715,1
0.095,1
0.99,1
0.985,1
0.985,1
1.0,1
1.0,1
0.965,1
1.0,1
0.79,1
0.98,1
0.99,1
0.985,1
0.835,1
0.99,1
0.965,1
0.995,1
1.0,1
1.0,1
0.995,1
0.73,1
0.875,1
1.0,1
0.955,1
1.0,1
0.92,1
0.98,1
1.0,1
1.0,1
0.96,1
0.995,1
0.98,1
0.905,1
0.975,1
0.985,1
1.0,1
1.0,1
0.98,1
0.36,1
0.995,1
0.995,1
0.995,1
0.865,1
0.455,0
0.615,0
0.0,0
0.045,0
0.55,0
0.0,0
0.065,0
0.58,0
0.37,0
0.265,0
0.31,0
0.405,0
0.135,0
0.0,0
0.89,0
0.025,0
0.12,0
0.255,0
0.095,0
0.005,0
0.355,0
0.0,0
0.1,0
0.025,0
0.435,0
0.75,0
0.495,0
0.955,1
0.995,1
0.4,1
0.995,1
0.995,1
0.665,1
0.995,1
1.0,1
0.99,1
0.995,1
0.975,1
0.9,1
1.0,1
0.995,1
0.975,1
0.98,1
0.41,1
1.0,1
0.955,1
1.0,1
0.985,1
0.915,1
1.0,1
0.995,1
0.9,1
0.965,1
0.97,1
0.985,1
0.965,1
0.995,1
0.97,1
0.975,1
0.995,1
0.99,1
0.6925,1
1.0,1
0.975,1
0.87,1
1.0,1
0.89,1
0.815,1
0.935,1
0.915,1
1.0,1
0.965,1
0.99,1
0.925,1
1.0,1
0.68,1
0.975,1
0.945,1
0.95,1
0.98,1
1.0,1
0.945,1
0.875,1
0.935,1
0.435,1
0.975,1
0.565,1
0.885,1
1.0,1
0.995,1
0.98,1
0.355,0
0.125,0
0.845,0
0.42,0
0.875,0
0.205,0
0.465,0
0.465,0
0.0,0
0.335,0
0.425,0
0.135,0
0.405,0
0.18,0
0.44,0
0.21691666666666667,0
0.1,0
0.5,0
0.63,0
0.38541666666666663,0
0.685,0
0.385,0
0.0,0
0.17,0
0.01,0
0.305,0
0.615,0
0.39916666666666667,1
0.995,1
1.0,1
0.96,1
0.98,1
0.48,1
0.995,1
0.825,1
0.995,1
0.495,1
0.84,1
0.94,1
0.9175,1
1.0,1
0.94,1
0.91,1
0.945,1
0.995,1
0.905,1
0.195,1
0.73,1
0.975,1
0.945,1
0.98,1
0.975,1
0.96,1
0.985,1
0.93,1
0.995,1
0.82,1
0.535,1
0.79,1
0.7,1
0.845,1
0.98,1
1.0,1
0.985,1
0.955,1
0.995,1
1.0,1
0.99,1
0.99,1
0.98,1
0.535,1
0.325,1
0.59,1
0.995,1
1.0,1
0.905,1
0.95,1
0.97,1
0.995,1
0.96,1
1.0,1
0.91,1
0.835,1
0.955,1
0.985,1
0.975,1
0.97,1
0.82,1
0.915,1
0.99,1
0.2,0
0.215,0
0.0,0
0.10833333333333332,0
0.125,0
0.785,0
0.05,0
0.01,0
0.005,0
0.315,0
0.105,0
0.355,0
0.4225,0
0.185,0
0.065,0
0.13,0
0.18,0
0.23,0
0.01,0
0.175,0
0.21,0
0.45,0
0.06,0
0.135,0
0.225,0
0.015,0
0.325,0
0.33,0
0.99,1
1.0,1
