scores,class
0.995,1
0.99,1
1.0,1
0.835,1
0.815,1
0.965,1
1.0,1
0.97,1
1.0,1
0.815,1
0.855,1
1.0,1
0.83,1
1.0,1
0.96,1
0.865,1
0.985,1
0.895,1
0.99,1
0.985,1
1.0,1
0.855,1
0.995,1
0.765,1
1.0,1
0.3,1
0.99,1
0.85,1
1.0,1
0.995,1
0.93,1
0.64,1
0.975,1
0.955,1
0.98,1
0.775,1
0.935,1
0.975,1
0.505,1
0.99,1
1.0,1
0.95,1
0.89,1
1.0,1
1.0,1
1.0,1
0.98,1
0.85,1
1.0,1
1.0,1
0.995,1
0.99,1
0.885,1
0.765,1
0.985,1
0.92,1
0.96,1
0.86,1
0.605,1
0.76,1
0.985,1
0.915,1
0.995,1
1.0,1
0.17,0
0.04,0
0.66,0
0.11,0
0.66,0
0.14,0
0.14,0
0.03,0
0.0,0
0.195,0
0.285,0
0.445,0
0.46,0
0.3,0
0.015,0
0.16,0
0.16,0
0.51,0
0.115,0
0.56,0
0.61,0
0.0,0
0.16,0
0.075,0
0.22,0
0.59,0
0.055,0
0.915,1
1.0,1
0.935,1
0.91,1
0.95,1
0.55,1
0.97,1
0.915,1
0.585,1
0.99,1
0.775,1
0.99,1
1.0,1
0.995,1
0.98,1
0.945,1
0.965,1
0.95,1
0.62,1
1.0,1
0.965,1
0.98,1
0.345,1
0.575,1
0.93,1
1.0,1
0.99,1
1.0,1
0.985,1
0.98,1
0.98,1
0.99,1
0.96,1
0.985,1
0.99,1
0.99,1
0.945,1
0.985,1
0.96,1
0.96,1
1.0,1
1.0,1
1.0,1
1.0,1
0.715,1
0.71,1
0.975,1
1.0,1
0.995,1
0.995,1
0.975,1
0.955,1
0.845,1
1.0,1
0.41,1
0.955,1
0.895,1
0.455,1
0.89,1
0.705,1
1.0,1
1.0,1
0.905,1
1.0,1
0.21,0
0.035,0
0.23,0
0.065,0
0.2,0
0.015,0
0.045,0
0.05,0
0.495,0
0.395,0
0.485,0
0.115,0
0.65,0
0.385,0
0.22,0
0.275,0
0.29,0
0.07,0
0.475,0
0.24,0
0.12,0
