scores,class
0.99,1
1.0,1
0.985,1
1.0,1
1.0,1
1.0,1
0.995,1
1.0,1
0.995,1
1.0,1
1.0,1
1.0,1
0.965,1
0.975,1
1.0,1
0.99,1
0.995,1
0.98,1
1.0,1
0.99,1
0.51,1
1.0,1
0.995,1
1.0,1
0.995,1
1.0,1
1.0,1
1.0,1
0.905,1
0.98,1
1.0,1
1.0,1
0.96,1
1.0,1
1.0,1
1.0,1
1.0,1
0.99,1
1.0,1
0.995,1
0.99,1
0.965,1
1.0,1
1.0,1
1.0,1
0.97,1
1.0,1
0.95,1
1.0,1
0.995,1
0.995,1
0.94,1
1.0,1
1.0,1
1.0,1
1.0,1
0.99,1
0.97,1
1.0,1
1.0,1
0.345,1
0.94,1
1.0,1
0.975,1
1.0,1
0.985,1
1.0,1
0.965,1
0.99,1
0.99,1
0.18,1
0.995,1
0.96,1
0.835,1
1.0,1
0.96,1
0.995,1
0.955,1
0.995,1
0.965,1
0.975,1
0.175,1
0.11,0
0.54,0
0.275,0
0.11,0
0.845,0
0.06,0
0.25,0
0.745,0
0.48,0
0.915,1
1.0,1
1.0,1
0.985,1
1.0,1
1.0,1
0.83,1
0.95,1
0.99,1
1.0,1
0.995,1
0.995,1
0.885,1
0.985,1
0.96,1
0.99,1
0.995,1
1.0,1
1.0,1
0.92,1
0.975,1
0.985,1
0.825,1
1.0,1
1.0,1
0.89,1
1.0,1
1.0,1
0.97,1
0.99,1
0.985,1
1.0,1
0.99,1
1.0,1
0.98,1
0.61,1
0.53,1
0.975,1
1.0,1
0.45,1
1.0,1
0.925,1
0.975,1
0.965,1
0.995,1
1.0,1
0.995,1
1.0,1
1.0,1
0.99,1
0.98,1
1.0,1
0.99,1
0.995,1
0.995,1
1.0,1
0.99,1
1.0,1
1.0,1
1.0,1
0.995,1
1.0,1
1.0,1
1.0,1
0.88,1
0.995,1
0.995,1
0.97,1
0.825,1
0.985,1
0.99,1
0.995,1
0.995,1
1.0,1
0.995,1
0.96,1
1.0,1
0.97,1
1.0,1
1.0,1
0.975,1
0.995,1
0.2,0
0.03,0
0.0,0
0.21,0
0.055,0
0.855,0
0.18,0
0.55,0
0.055,0
1.0,1
0.97,1
1.0,1
1.0,1
0.955,1
0.995,1
1.0,1
