scores,class
0.935,1
0.535,1
0.58,1
0.005,1
0.405,1
0.25,1
0.5,1
0.02,1
0.355,1
0.02,0
0.0,0
0.01,0
0.01,0
0.005,0
0.005,0
0.05,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.04,0
0.055,0
0.015,0
0.0,0
0.005,0
0.205,0
0.16,0
0.0,0
0.0,0
0.0,0
0.065,0
0.0,0
0.23,0
0.115,0
0.0,0
0.03,0
0.005,0
0.155,0
0.095,0
0.005,0
0.0,0
0.0,0
0.0,0
0.0,0
0.04,0
0.04,0
0.29,0
0.02,0
0.035,0
0.02,0
0.005,0
0.005,0
0.0,0
0.0,0
0.055,0
0.015,0
0.055,0
0.105,0
0.01,0
0.05,0
0.0,0
0.085,0
0.03,0
0.005,0
0.01,0
0.0,0
0.075,0
0.0,0
0.02,0
0.035,0
0.01,0
0.0,0
0.0,0
0.0,0
0.01,0
0.035,0
0.02,0
0.0,0
0.025,0
0.0,0
0.03,0
0.01,0
0.01,0
0.01,0
0.065,0
0.005,0
0.005,0
0.0,0
0.02,0
0.87,1
0.24,1
0.62,1
0.75,1
0.54,1
0.775,1
0.335,1
0.755,1
0.47,1
0.06,0
0.01,0
0.05,0
0.0,0
0.015,0
0.015,0
0.0,0
0.01,0
0.0,0
0.13,0
0.135,0
0.01,0
0.085,0
0.03,0
0.02,0
0.015,0
0.685,0
0.035,0
0.03,0
0.0,0
0.15,0
0.06,0
0.025,0
0.2,0
0.01,0
0.055,0
0.0,0
0.015,0
0.0,0
0.015,0
0.015,0
0.05,0
0.365,0
0.1,0
0.015,0
0.0,0
0.0,0
0.005,0
0.625,0
0.005,0
0.005,0
0.02,0
0.005,0
0.005,0
0.14,0
0.0,0
0.0,0
0.0,0
0.005,0
0.035,0
0.04,0
0.125,0
0.335,0
0.03,0
0.0,0
0.17,0
0.015,0
0.035,0
0.0,0
0.03,0
0.495,0
0.0,0
0.17,0
0.025,0
0.04,0
0.005,0
0.0,0
0.0,0
0.0,0
0.045,0
0.0,0
0.315,0
0.075,0
0.005,0
0.0,0
0.0,0
0.0,0
0.055,0
0.0,0
0.11,0
0.07,0
0.1,0
0.29,1
0.445,1
0.735,1
0.285,1
0.845,1
0.26,1
0.795,1
0.815,1
0.465,1
0.01,0
0.96,0
0.0,0
0.085,0
0.0,0
0.11,0
0.01,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.005,0
0.0,0
0.0,0
0.02,0
0.0,0
0.085,0
0.155,0
0.045,0
0.03,0
0.255,0
0.0,0
0.005,0
0.0,0
0.005,0
0.11,0
0.005,0
0.7,0
0.0,0
0.0,0
0.115,0
0.005,0
0.26,0
0.0,0
0.04,0
0.01,0
0.005,0
0.605,0
0.015,0
0.025,0
0.0,0
0.095,0
0.035,0
0.02,0
0.025,0
0.01,0
0.045,0
0.0,0
0.075,0
0.015,0
0.01,0
0.04,0
0.0,0
0.0,0
0.015,0
0.0,0
0.0,0
0.025,0
0.28,0
0.3,0
0.49,0
0.01,0
0.15,0
0.145,0
0.055,0
0.0,0
0.015,0
0.0,0
0.0,0
0.23,0
0.01,0
0.0,0
0.055,0
0.005,0
0.015,0
0.01,0
0.215,0
0.91,1
