scores,class
0.265,1
0.26,1
0.645,1
0.4,1
0.555,1
0.565,1
0.46,1
0.82,1
0.385,1
0.02,0
0.0,0
0.115,0
0.0,0
0.0,0
0.02,0
0.005,0
0.005,0
0.155,0
0.02,0
0.095,0
0.515,0
0.005,0
0.005,0
0.015,0
0.01,0
0.02,0
0.0,0
0.065,0
0.035,0
0.015,0
0.195,0
0.0,0
0.01,0
0.02,0
0.035,0
0.295,0
0.075,0
0.03,0
0.025,0
0.22,0
0.01,0
0.12,0
0.01,0
0.0,0
0.025,0
0.2,0
0.16,0
0.01,0
0.245,0
0.0,0
0.035,0
0.14,0
0.03,0
0.0,0
0.02,0
0.005,0
0.0,0
0.02,0
0.025,0
0.0,0
0.0,0
0.03,0
0.025,0
0.0,0
0.0,0
0.01,0
0.01,0
0.005,0
0.015,0
0.025,0
0.01,0
0.0,0
0.0,0
0.185,0
0.005,0
0.035,0
0.07,0
0.0,0
0.08,0
0.0,0
0.0,0
0.09,0
0.07,0
0.015,0
0.025,0
0.02,0
0.045,0
0.01,0
0.0,0
0.045,0
0.05,0
0.54,1
0.06,1
0.63,1
0.74,1
0.56,1
0.595,1
0.285,1
0.63,1
0.595,1
0.0,0
0.035,0
0.27,0
0.08,0
0.01,0
0.0,0
0.0,0
0.0,0
0.035,0
0.0,0
0.065,0
0.04,0
0.12,0
0.0,0
0.02,0
0.06,0
0.005,0
0.01,0
0.005,0
0.275,0
0.02,0
0.03,0
0.0,0
0.015,0
0.035,0
0.095,0
0.04,0
0.055,0
0.0,0
0.17,0
0.025,0
0.12,0
0.005,0
0.01,0
0.01,0
0.065,0
0.045,0
0.275,0
0.01,0
0.26,0
0.015,0
0.0,0
0.01,0
0.015,0
0.005,0
0.0,0
0.005,0
0.0,0
0.0,0
0.225,0
0.02,0
0.045,0
0.04,0
0.03,0
0.375,0
0.11,0
0.055,0
0.0,0
0.015,0
0.0,0
0.0,0
0.025,0
0.01,0
0.025,0
0.08,0
0.005,0
0.005,0
0.015,0
0.01,0
0.0,0
0.02,0
0.225,0
0.06,0
0.045,0
0.005,0
0.02,0
0.14,0
0.225,0
0.0,0
0.035,0
0.0,0
0.0,0
0.075,1
0.43,1
0.22,1
0.145,1
0.325,1
0.03,1
0.015,1
0.28,1
0.735,1
0.01,0
0.01,0
0.095,0
0.0,0
0.125,0
0.025,0
0.04,0
0.0,0
0.02,0
0.125,0
0.0,0
0.005,0
0.0,0
0.0,0
0.095,0
0.0,0
0.0,0
0.02,0
0.01,0
0.06,0
0.01,0
0.175,0
0.03,0
0.14,0
0.045,0
0.06,0
0.0,0
0.07,0
0.0,0
0.1,0
0.02,0
0.025,0
0.01,0
0.0,0
0.115,0
0.165,0
0.0,0
0.06,0
0.0,0
0.015,0
0.06,0
0.05,0
0.085,0
0.0,0
0.035,0
0.0,0
0.0,0
0.395,0
0.0,0
0.0,0
0.01,0
0.095,0
0.0,0
0.065,0
0.0,0
0.0,0
0.0,0
0.0,0
0.21,0
0.0,0
0.01,0
0.135,0
0.0,0
0.0,0
0.01,0
0.04,0
0.025,0
0.04,0
0.205,0
0.015,0
0.01,0
0.225,0
0.5,0
0.03,0
0.185,0
0.0,0
0.01,0
0.0,0
0.0,0
0.32,0
0.005,0
0.0,0
0.56,1
0.535,1
0.365,1
0.845,1
0.8,1
0.595,1
0.67,1
0.365,1
0.605,1
0.0,0
0.0,0
0.04,0
0.01,0
0.0,0
0.005,0
0.02,0
0.0,0
0.065,0
0.0,0
0.105,0
0.25,0
0.06,0
0.045,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.01,0
0.0,0
0.005,0
0.37,0
0.005,0
0.005,0
0.145,0
0.015,0
0.0,0
0.245,0
0.015,0
0.0,0
0.445,0
0.39,0
0.065,0
0.01,0
0.04,0
0.03,0
0.01,0
0.02,0
0.035,0
0.14,0
0.1,0
0.005,0
0.005,0
0.225,0
0.0,0
0.12,0
0.135,0
0.095,0
0.065,0
0.0,0
0.0,0
0.035,0
0.04,0
0.015,0
0.14,0
0.265,0
0.035,0
0.005,0
0.025,0
0.015,0
0.0,0
0.015,0
0.0,0
0.075,0
0.005,0
0.0,0
0.01,0
0.01,0
0.125,0
0.005,0
0.0,0
0.005,0
0.0,0
0.02,0
0.275,0
0.015,0
0.01,0
0.0,0
0.0,0
0.0,0
0.0,0
0.625,1
0.16,1
0.155,1
0.475,1
0.07,1
0.745,1
0.925,1
0.79,1
0.64,1
0.04,0
0.0,0
0.025,0
0.085,0
0.0,0
0.0,0
0.0,0
0.2,0
0.05,0
0.54,0
0.015,0
0.0,0
0.0,0
0.06,0
0.055,0
0.035,0
0.0,0
0.065,0
0.0,0
0.15,0
0.025,0
0.06,0
0.085,0
0.04,0
0.01,0
0.0,0
0.08,0
0.095,0
0.175,0
0.025,0
0.09,0
0.01,0
0.005,0
0.0,0
0.005,0
0.025,0
0.03,0
0.0,0
0.0,0
0.015,0
0.035,0
0.015,0
0.01,0
0.0,0
0.09,0
0.07,0
0.1,0
0.05,0
0.0,0
0.015,0
0.005,0
0.005,0
0.015,0
0.0,0
0.0,0
0.01,0
0.04,0
0.015,0
0.135,0
0.03,0
0.025,0
0.01,0
0.0,0
0.025,0
0.0,0
0.02,0
0.0,0
0.01,0
0.01,0
0.005,0
0.065,0
0.015,0
0.015,0
0.015,0
0.42,0
0.03,0
0.0,0
0.005,0
0.02,0
0.01,0
0.09,0
0.25,0
0.88,1
0.53,1
0.88,1
0.365,1
0.66,1
0.85,1
0.09,1
0.675,1
0.96,1
0.055,0
0.005,0
0.005,0
0.0,0
0.02,0
0.0,0
0.0,0
0.01,0
0.015,0
0.005,0
0.59,0
0.0,0
0.0,0
0.025,0
0.09,0
0.0,0
0.01,0
0.005,0
0.49,0
0.005,0
0.01,0
0.005,0
0.1,0
0.0,0
0.045,0
0.21,0
0.01,0
0.0,0
0.01,0
0.05,0
0.0,0
0.385,0
0.005,0
0.03,0
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.07,0
0.005,0
0.0,0
0.0,0
0.045,0
0.02,0
0.005,0
0.015,0
0.02,0
0.035,0
0.01,0
0.015,0
0.035,0
0.11,0
0.015,0
0.04,0
0.02,0
0.02,0
0.005,0
0.005,0
0.005,0
0.025,0
0.0,0
0.0,0
0.01,0
0.04,0
0.0,0
0.02,0
0.01,0
0.08,0
0.065,0
0.0,0
