scores,class
0.84,1
0.98,1
1.0,1
0.96,1
0.985,1
1.0,1
1.0,1
1.0,1
1.0,1
0.575,1
0.995,1
0.485,1
1.0,1
0.98,1
0.98,1
0.995,1
0.995,1
1.0,1
0.995,1
1.0,1
1.0,1
0.95,1
0.945,1
0.985,1
0.925,1
0.945,1
0.985,1
1.0,1
0.98,1
0.935,1
0.985,1
0.965,1
1.0,1
1.0,1
1.0,1
0.91,1
0.895,1
1.0,1
1.0,1
0.955,1
1.0,1
0.965,1
1.0,1
0.985,1
0.97,1
0.97,1
0.93,1
0.86,1
0.975,1
0.965,1
0.94,1
0.995,1
1.0,1
0.935,1
0.915,1
0.985,1
0.925,1
0.97,1
0.955,1
0.98,1
1.0,1
0.995,1
0.96,1
1.0,1
1.0,1
0.9,1
0.99,1
0.895,1
0.985,1
0.99,1
0.95,1
1.0,1
0.955,1
0.995,1
1.0,1
1.0,1
1.0,1
1.0,1
0.995,1
1.0,1
0.965,1
0.975,1
0.375,0
0.585,0
0.005,0
0.285,0
0.595,0
0.39,0
0.6,0
0.67,0
0.195,0
1.0,1
0.96,1
0.99,1
1.0,1
0.95,1
0.985,1
1.0,1
0.995,1
1.0,1
1.0,1
0.96,1
0.99,1
1.0,1
1.0,1
1.0,1
1.0,1
0.97,1
1.0,1
1.0,1
1.0,1
0.94,1
0.99,1
0.98,1
0.985,1
0.99,1
0.985,1
0.995,1
1.0,1
0.955,1
1.0,1
1.0,1
0.995,1
1.0,1
0.355,1
1.0,1
0.995,1
0.94,1
0.985,1
0.705,1
1.0,1
0.915,1
1.0,1
1.0,1
0.985,1
0.985,1
0.99,1
0.995,1
0.995,1
1.0,1
1.0,1
1.0,1
0.99,1
0.99,1
1.0,1
0.975,1
0.965,1
1.0,1
0.995,1
1.0,1
0.685,1
0.99,1
0.99,1
1.0,1
0.995,1
1.0,1
0.975,1
1.0,1
0.82,1
0.995,1
0.985,1
1.0,1
1.0,1
0.985,1
0.48,1
0.98,1
0.98,1
0.975,1
1.0,1
1.0,1
0.975,1
0.955,1
1.0,1
0.085,0
0.45,0
0.335,0
0.285,0
0.935,0
0.62,0
0.64,0
0.185,0
0.215,0
0.815,1
0.955,1
0.99,1
0.995,1
0.95,1
1.0,1
0.985,1
0.995,1
0.735,1
0.68,1
1.0,1
1.0,1
1.0,1
1.0,1
0.68,1
0.975,1
0.995,1
0.99,1
0.995,1
1.0,1
1.0,1
1.0,1
1.0,1
0.94,1
1.0,1
0.995,1
1.0,1
0.995,1
0.97,1
1.0,1
1.0,1
0.965,1
0.995,1
0.99,1
1.0,1
0.995,1
1.0,1
0.89,1
1.0,1
1.0,1
1.0,1
0.555,1
0.225,1
0.545,1
0.99,1
0.9,1
0.68,1
1.0,1
1.0,1
0.965,1
0.965,1
0.95,1
1.0,1
1.0,1
1.0,1
1.0,1
0.995,1
0.995,1
0.69,1
0.775,1
0.64,1
1.0,1
1.0,1
1.0,1
0.79,1
1.0,1
1.0,1
1.0,1
0.92,1
1.0,1
0.8,1
1.0,1
0.985,1
0.98,1
0.975,1
0.755,1
0.68,1
1.0,1
0.985,1
1.0,1
0.985,1
0.985,1
0.61,0
0.865,0
0.175,0
0.27,0
0.755,0
0.085,0
0.09,0
1.0,0
0.465,0
0.94,1
1.0,1
0.92,1
0.95,1
1.0,1
0.995,1
0.99,1
1.0,1
0.98,1
1.0,1
1.0,1
0.995,1
0.965,1
1.0,1
0.755,1
1.0,1
0.995,1
0.87,1
0.965,1
1.0,1
0.995,1
0.995,1
0.995,1
1.0,1
0.96,1
1.0,1
0.98,1
0.965,1
0.865,1
1.0,1
1.0,1
1.0,1
0.97,1
0.415,1
0.95,1
0.92,1
0.63,1
0.995,1
0.745,1
0.855,1
0.95,1
0.995,1
0.99,1
1.0,1
0.995,1
1.0,1
0.99,1
0.995,1
0.915,1
1.0,1
1.0,1
0.985,1
0.985,1
0.98,1
1.0,1
0.98,1
1.0,1
1.0,1
1.0,1
0.975,1
0.995,1
1.0,1
0.91,1
1.0,1
0.99,1
0.985,1
0.995,1
0.615,1
0.995,1
1.0,1
1.0,1
1.0,1
0.915,1
0.97,1
1.0,1
0.955,1
0.99,1
1.0,1
1.0,1
0.93,1
0.995,1
0.83,1
0.615,0
0.975,0
0.575,0
0.005,0
0.65,0
0.005,0
0.05,0
0.135,0
0.725,0
1.0,1
1.0,1
1.0,1
0.995,1
1.0,1
0.65,1
1.0,1
0.97,1
1.0,1
0.995,1
0.995,1
0.985,1
1.0,1
1.0,1
0.995,1
1.0,1
1.0,1
0.955,1
0.995,1
0.855,1
0.965,1
0.6,1
0.99,1
0.985,1
1.0,1
0.99,1
0.94,1
1.0,1
1.0,1
1.0,1
0.995,1
0.995,1
1.0,1
0.98,1
0.985,1
1.0,1
0.995,1
1.0,1
0.965,1
0.87,1
1.0,1
0.975,1
0.97,1
1.0,1
0.995,1
0.93,1
1.0,1
1.0,1
1.0,1
0.985,1
1.0,1
0.745,1
0.985,1
1.0,1
0.725,1
0.98,1
1.0,1
0.965,1
1.0,1
0.995,1
1.0,1
0.99,1
1.0,1
0.99,1
0.985,1
1.0,1
0.945,1
1.0,1
0.99,1
0.995,1
0.995,1
0.995,1
1.0,1
0.945,1
1.0,1
0.895,1
0.55,1
0.995,1
0.97,1
1.0,1
0.47,1
0.975,1
0.1,0
0.19,0
0.36,0
0.575,0
0.07,0
0.675,0
0.18,0
0.98,0
0.08,0
0.995,1
0.965,1
0.715,1
0.91,1
1.0,1
0.715,1
0.97,1
1.0,1
0.915,1
0.995,1
1.0,1
1.0,1
0.985,1
0.97,1
1.0,1
0.965,1
1.0,1
1.0,1
1.0,1
0.95,1
0.855,1
0.995,1
1.0,1
0.645,1
0.985,1
0.945,1
1.0,1
1.0,1
0.86,1
0.765,1
0.635,1
1.0,1
0.99,1
1.0,1
0.965,1
0.95,1
0.95,1
1.0,1
0.72,1
0.99,1
1.0,1
1.0,1
1.0,1
0.405,1
0.97,1
0.94,1
0.77,1
1.0,1
0.9,1
0.99,1
1.0,1
1.0,1
1.0,1
1.0,1
0.915,1
0.99,1
1.0,1
1.0,1
0.98,1
