scores,class
0.985,1
1.0,1
1.0,1
0.995,1
0.98,1
0.995,1
1.0,1
0.97,1
1.0,1
0.66,1
0.975,1
0.955,1
0.985,1
0.98,1
1.0,1
0.995,1
0.955,1
1.0,1
1.0,1
0.965,1
0.99,1
0.755,1
1.0,1
0.58,1
0.995,1
0.995,1
1.0,1
1.0,1
0.975,1
1.0,1
0.995,1
1.0,1
0.99,1
0.985,1
0.96,1
1.0,1
1.0,1
1.0,1
0.975,1
1.0,1
0.99,1
0.995,1
0.955,1
0.98,1
0.905,1
1.0,1
1.0,1
1.0,1
0.995,1
0.855,1
0.995,1
1.0,1
0.995,1
0.995,1
0.97,1
1.0,1
1.0,1
1.0,1
0.975,1
0.765,1
0.995,1
0.995,1
1.0,1
0.99,1
1.0,1
0.98,1
0.865,1
0.965,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.98,1
0.995,1
0.99,1
0.62,1
1.0,1
1.0,1
0.995,1
0.975,1
0.995,1
0.995,0
0.0,0
0.95,0
0.105,0
0.0,0
0.245,0
0.32,0
0.84,0
0.195,0
0.995,1
0.97,1
0.98,1
1.0,1
1.0,1
0.89,1
0.945,1
0.995,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.995,1
0.955,1
0.995,1
0.915,1
0.975,1
0.96,1
1.0,1
0.995,1
0.995,1
0.69,1
0.985,1
0.975,1
0.965,1
1.0,1
1.0,1
0.975,1
0.99,1
0.995,1
0.95,1
0.965,1
0.895,1
0.995,1
0.985,1
1.0,1
1.0,1
0.99,1
0.995,1
0.56,1
1.0,1
1.0,1
0.99,1
1.0,1
1.0,1
0.98,1
0.995,1
1.0,1
0.995,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.98,1
0.995,1
0.995,1
1.0,1
0.99,1
1.0,1
0.995,1
1.0,1
1.0,1
1.0,1
1.0,1
0.99,1
0.605,1
1.0,1
0.96,1
0.395,1
0.89,1
0.855,1
1.0,1
1.0,1
0.98,1
0.99,1
1.0,1
0.985,1
1.0,1
0.21,0
0.265,0
0.11,0
0.065,0
0.175,0
0.38,0
0.22,0
0.2,0
0.71,0
1.0,1
1.0,1
0.9,1
1.0,1
1.0,1
1.0,1
0.17,1
1.0,1
1.0,1
0.745,1
1.0,1
1.0,1
1.0,1
0.97,1
0.995,1
1.0,1
1.0,1
0.995,1
0.77,1
0.935,1
1.0,1
1.0,1
0.99,1
0.98,1
1.0,1
0.985,1
1.0,1
0.985,1
0.99,1
0.995,1
0.945,1
1.0,1
0.995,1
0.99,1
1.0,1
0.2,1
1.0,1
0.985,1
0.995,1
0.825,1
0.98,1
1.0,1
1.0,1
1.0,1
0.99,1
1.0,1
0.985,1
1.0,1
1.0,1
1.0,1
0.935,1
1.0,1
0.995,1
0.7,1
1.0,1
1.0,1
1.0,1
0.99,1
0.44,1
0.995,1
1.0,1
0.99,1
1.0,1
0.97,1
1.0,1
0.995,1
0.965,1
1.0,1
1.0,1
1.0,1
0.935,1
0.985,1
1.0,1
0.91,1
1.0,1
0.97,1
1.0,1
0.995,1
0.99,1
1.0,1
1.0,1
0.99,1
0.17,0
0.45,0
0.79,0
0.785,0
0.57,0
0.06,0
0.42,0
0.0,0
0.855,0
0.995,1
0.955,1
1.0,1
0.515,1
1.0,1
1.0,1
1.0,1
1.0,1
0.675,1
1.0,1
1.0,1
1.0,1
1.0,1
0.97,1
0.375,1
0.995,1
1.0,1
1.0,1
1.0,1
0.995,1
1.0,1
0.87,1
0.995,1
1.0,1
1.0,1
0.94,1
0.865,1
0.98,1
0.995,1
0.995,1
0.97,1
0.985,1
1.0,1
0.99,1
1.0,1
0.93,1
0.99,1
0.86,1
0.93,1
0.935,1
0.91,1
0.985,1
0.65,1
0.995,1
0.995,1
0.955,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.995,1
0.905,1
0.97,1
1.0,1
1.0,1
0.985,1
1.0,1
0.995,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.97,1
1.0,1
1.0,1
0.98,1
0.99,1
1.0,1
0.995,1
0.975,1
0.995,1
0.9,1
1.0,1
1.0,1
0.95,1
0.945,1
1.0,1
0.99,1
0.825,1
0.985,1
0.0,0
0.165,0
0.495,0
0.535,0
0.15,0
0.525,0
0.24,0
0.0,0
0.685,0
1.0,1
0.95,1
0.875,1
0.98,1
0.995,1
0.955,1
0.995,1
1.0,1
0.96,1
1.0,1
1.0,1
0.92,1
0.995,1
0.995,1
0.715,1
1.0,1
1.0,1
1.0,1
1.0,1
0.995,1
1.0,1
1.0,1
0.7,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.96,1
0.99,1
0.955,1
1.0,1
0.935,1
1.0,1
0.87,1
1.0,1
0.99,1
0.985,1
1.0,1
0.985,1
1.0,1
0.985,1
1.0,1
1.0,1
1.0,1
0.925,1
1.0,1
0.79,1
1.0,1
1.0,1
1.0,1
0.83,1
0.99,1
0.995,1
0.86,1
0.93,1
0.975,1
1.0,1
0.985,1
0.99,1
1.0,1
1.0,1
0.98,1
0.995,1
1.0,1
1.0,1
0.995,1
1.0,1
0.995,1
0.99,1
0.995,1
0.995,1
0.99,1
1.0,1
1.0,1
0.98,1
1.0,1
0.99,1
1.0,1
0.99,1
0.925,1
0.77,0
0.27,0
0.365,0
0.13,0
0.305,0
0.0,0
0.675,0
0.375,0
0.01,0
1.0,1
1.0,1
0.98,1
0.98,1
0.995,1
1.0,1
0.96,1
0.965,1
0.995,1
0.94,1
0.98,1
1.0,1
1.0,1
1.0,1
0.995,1
0.92,1
0.93,1
0.975,1
0.91,1
1.0,1
0.865,1
1.0,1
0.97,1
0.645,1
0.965,1
0.99,1
1.0,1
0.995,1
0.99,1
1.0,1
0.995,1
1.0,1
1.0,1
0.995,1
1.0,1
0.925,1
0.945,1
0.95,1
0.98,1
0.895,1
1.0,1
0.965,1
1.0,1
0.995,1
1.0,1
1.0,1
0.995,1
0.995,1
0.455,1
1.0,1
0.985,1
1.0,1
0.965,1
0.99,1
0.61,1
0.995,1
0.995,1
0.915,1
1.0,1
0.995,1
0.915,1
1.0,1
1.0,1
0.98,1
1.0,1
1.0,1
0.995,1
1.0,1
0.99,1
1.0,1
1.0,1
0.94,1
0.99,1
0.99,1
0.99,1
0.995,1
0.985,1
0.995,1
1.0,1
0.985,1
0.99,1
0.585,0
0.37,0
0.46,0
0.39,0
0.085,0
0.41,0
0.26,0
0.08,0
0.46,0
0.515,0
0.995,1
1.0,1
0.995,1
0.94,1
0.975,1
1.0,1
1.0,1
0.985,1
1.0,1
0.99,1
0.955,1
0.995,1
1.0,1
0.955,1
1.0,1
0.985,1
0.995,1
0.905,1
0.975,1
0.96,1
1.0,1
1.0,1
0.975,1
0.955,1
1.0,1
1.0,1
1.0,1
0.955,1
0.965,1
0.835,1
0.96,1
0.995,1
1.0,1
1.0,1
1.0,1
1.0,1
0.99,1
0.975,1
1.0,1
0.99,1
1.0,1
0.995,1
0.99,1
1.0,1
0.96,1
1.0,1
0.975,1
1.0,1
0.995,1
0.99,1
0.775,1
1.0,1
0.98,1
1.0,1
1.0,1
1.0,1
0.99,1
0.995,1
0.99,1
1.0,1
0.985,1
0.995,1
0.99,1
0.995,1
0.985,1
0.745,1
0.965,1
1.0,1
0.98,1
1.0,1
1.0,1
1.0,1
1.0,1
0.995,1
1.0,1
0.985,1
0.92,1
1.0,1
1.0,1
1.0,1
0.99,1
0.995,0
0.18,0
0.12,0
0.135,0
0.14,0
0.54,0
0.855,0
0.59,0
0.59,0
1.0,1
0.995,1
1.0,1
1.0,1
0.89,1
0.805,1
0.99,1
1.0,1
1.0,1
0.99,1
0.98,1
1.0,1
0.995,1
1.0,1
0.99,1
1.0,1
0.985,1
1.0,1
1.0,1
0.935,1
0.99,1
0.99,1
1.0,1
1.0,1
1.0,1
0.96,1
1.0,1
0.34,1
1.0,1
1.0,1
1.0,1
0.975,1
0.705,1
1.0,1
0.99,1
1.0,1
1.0,1
1.0,1
0.975,1
0.95,1
0.715,1
0.955,1
0.97,1
1.0,1
1.0,1
1.0,1
0.98,1
1.0,1
1.0,1
0.995,1
0.995,1
0.935,1
0.995,1
0.99,1
0.995,1
0.965,1
1.0,1
1.0,1
0.985,1
1.0,1
0.955,1
1.0,1
0.995,1
1.0,1
1.0,1
0.84,1
0.905,1
0.945,1
0.94,1
0.94,1
0.97,1
0.985,1
0.99,1
0.99,1
0.875,1
0.995,1
1.0,1
1.0,1
0.985,1
0.98,1
1.0,1
0.79,0
0.765,0
0.095,0
0.565,0
0.605,0
0.325,0
0.22,0
0.04,0
0.08,0
0.995,1
1.0,1
1.0,1
0.69,1
0.995,1
0.82,1
1.0,1
1.0,1
1.0,1
0.98,1
1.0,1
0.98,1
1.0,1
0.985,1
1.0,1
1.0,1
0.965,1
1.0,1
0.95,1
