scores,class
1.0,1
1.0,1
0.985,1
1.0,1
0.99,1
0.995,1
0.8,1
0.99,1
0.995,1
1.0,1
1.0,1
1.0,1
0.955,1
1.0,1
1.0,1
1.0,1
0.96,1
0.995,1
0.92,1
0.965,1
1.0,1
0.975,1
1.0,1
0.985,1
1.0,1
1.0,1
1.0,1
0.9,1
0.99,1
0.99,1
1.0,1
0.985,1
1.0,1
1.0,1
0.995,1
1.0,1
0.995,1
1.0,1
0.93,1
1.0,1
1.0,1
0.93,1
0.9,1
0.985,1
0.995,1
1.0,1
1.0,1
1.0,1
0.975,1
1.0,1
0.995,1
1.0,1
0.985,1
0.99,1
0.99,1
0.995,1
0.895,1
0.93,1
0.975,1
0.985,1
1.0,1
0.805,1
0.995,1
0.965,1
0.995,1
0.985,1
1.0,1
1.0,1
1.0,1
1.0,1
0.995,1
1.0,1
0.9,1
0.925,1
1.0,1
0.965,1
1.0,1
0.89,1
0.885,1
0.98,1
0.895,1
0.97,1
0.255,0
0.5,0
0.04,0
0.435,0
0.05,0
0.25,0
0.16,0
0.14,0
0.635,0
1.0,1
0.99,1
0.995,1
0.995,1
1.0,1
0.995,1
1.0,1
0.965,1
0.965,1
0.995,1
0.99,1
1.0,1
1.0,1
0.985,1
0.975,1
1.0,1
1.0,1
1.0,1
0.97,1
0.98,1
1.0,1
1.0,1
0.975,1
0.995,1
1.0,1
1.0,1
1.0,1
0.98,1
1.0,1
1.0,1
0.91,1
0.935,1
1.0,1
0.975,1
0.985,1
0.995,1
0.94,1
0.925,1
0.995,1
0.975,1
0.965,1
1.0,1
0.985,1
0.975,1
0.995,1
0.92,1
0.99,1
0.82,1
0.98,1
0.85,1
0.96,1
0.945,1
0.975,1
1.0,1
0.975,1
0.855,1
0.975,1
0.99,1
1.0,1
1.0,1
1.0,1
0.935,1
0.855,1
1.0,1
0.495,1
0.99,1
0.93,1
0.995,1
0.855,1
0.995,1
0.97,1
0.98,1
0.865,1
0.99,1
0.995,1
0.975,1
0.88,1
0.985,1
0.995,1
1.0,1
0.975,1
0.635,1
0.27,0
0.305,0
0.265,0
0.385,0
0.41,0
0.54,0
0.775,0
0.045,0
0.13,0
1.0,1
0.995,1
0.975,1
1.0,1
1.0,1
0.965,1
0.98,1
0.995,1
0.935,1
0.975,1
1.0,1
0.88,1
0.875,1
0.93,1
0.72,1
0.975,1
1.0,1
1.0,1
0.995,1
0.965,1
0.96,1
1.0,1
0.99,1
1.0,1
1.0,1
0.87,1
0.995,1
1.0,1
1.0,1
0.995,1
0.985,1
0.995,1
1.0,1
1.0,1
1.0,1
0.89,1
0.785,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.88,1
0.985,1
0.965,1
1.0,1
1.0,1
1.0,1
1.0,1
0.995,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.79,1
0.935,1
1.0,1
1.0,1
1.0,1
0.79,1
1.0,1
0.315,1
1.0,1
1.0,1
0.955,1
1.0,1
0.995,1
0.955,1
0.96,1
0.995,1
0.975,1
0.97,1
0.995,1
0.98,1
0.79,1
0.975,1
0.985,1
0.91,1
0.985,1
0.235,0
0.405,0
0.295,0
0.85,0
0.325,0
0.445,0
0.175,0
0.93,0
0.865,0
0.985,1
0.99,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.985,1
1.0,1
0.995,1
0.985,1
1.0,1
1.0,1
1.0,1
0.985,1
1.0,1
0.995,1
0.845,1
0.995,1
0.98,1
0.995,1
0.985,1
1.0,1
1.0,1
0.985,1
1.0,1
1.0,1
0.99,1
1.0,1
0.975,1
0.815,1
0.975,1
1.0,1
0.915,1
0.995,1
1.0,1
0.98,1
0.98,1
0.995,1
1.0,1
1.0,1
0.935,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.975,1
0.715,1
1.0,1
0.995,1
0.965,1
0.99,1
0.99,1
1.0,1
0.995,1
1.0,1
1.0,1
1.0,1
1.0,1
0.94,1
1.0,1
1.0,1
1.0,1
0.975,1
0.995,1
0.95,1
0.91,1
1.0,1
1.0,1
1.0,1
1.0,1
0.99,1
0.995,1
0.975,1
1.0,1
0.99,1
0.65,1
1.0,1
0.985,1
0.875,1
0.96,1
0.545,0
0.205,0
0.82,0
0.22,0
0.285,0
0.925,0
0.99,0
0.03,0
0.14,0
0.77,1
1.0,1
0.96,1
0.995,1
0.965,1
1.0,1
0.95,1
0.995,1
1.0,1
0.795,1
0.975,1
0.965,1
1.0,1
0.995,1
1.0,1
0.94,1
1.0,1
0.995,1
1.0,1
0.995,1
0.995,1
1.0,1
0.97,1
0.975,1
0.99,1
0.98,1
0.99,1
0.73,1
1.0,1
1.0,1
0.845,1
0.985,1
0.975,1
1.0,1
0.995,1
0.98,1
0.99,1
0.89,1
1.0,1
0.98,1
0.895,1
1.0,1
0.74,1
0.85,1
0.935,1
1.0,1
0.455,1
0.995,1
1.0,1
0.99,1
0.935,1
0.94,1
0.995,1
0.985,1
0.96,1
0.675,1
1.0,1
0.995,1
1.0,1
0.975,1
1.0,1
0.995,1
0.9,1
0.985,1
0.995,1
1.0,1
0.995,1
1.0,1
0.995,1
0.935,1
1.0,1
0.96,1
0.895,1
0.935,1
0.955,1
1.0,1
1.0,1
1.0,1
1.0,1
0.98,1
0.98,1
1.0,1
0.5,0
0.665,0
0.145,0
0.21,0
0.33,0
0.44,0
0.19,0
0.89,0
0.22,0
0.995,1
0.98,1
0.93,1
1.0,1
1.0,1
0.99,1
0.95,1
1.0,1
1.0,1
1.0,1
0.975,1
0.95,1
0.99,1
1.0,1
1.0,1
0.995,1
0.99,1
0.835,1
0.96,1
0.935,1
0.98,1
1.0,1
0.975,1
0.985,1
0.905,1
1.0,1
0.875,1
1.0,1
0.99,1
0.995,1
0.94,1
0.99,1
0.99,1
0.965,1
1.0,1
1.0,1
0.99,1
0.97,1
1.0,1
0.995,1
0.98,1
0.995,1
0.885,1
0.875,1
0.99,1
1.0,1
1.0,1
0.98,1
0.945,1
0.985,1
1.0,1
0.98,1
0.595,1
1.0,1
0.995,1
1.0,1
1.0,1
1.0,1
0.565,1
1.0,1
1.0,1
1.0,1
0.98,1
1.0,1
1.0,1
0.89,1
0.88,1
1.0,1
0.835,1
0.975,1
0.995,1
1.0,1
0.965,1
0.71,1
1.0,1
0.9,1
0.485,1
1.0,1
1.0,1
0.72,1
0.38,1
0.455,0
1.0,0
0.095,0
0.545,0
0.545,0
0.265,0
0.4,0
0.515,0
0.43,0
0.04,0
0.995,1
0.86,1
1.0,1
0.98,1
0.825,1
0.985,1
0.995,1
1.0,1
0.995,1
1.0,1
0.92,1
0.995,1
1.0,1
0.975,1
0.985,1
1.0,1
0.995,1
1.0,1
0.975,1
1.0,1
0.995,1
0.935,1
1.0,1
0.87,1
0.93,1
1.0,1
1.0,1
0.915,1
0.925,1
0.995,1
0.685,1
0.995,1
0.93,1
1.0,1
1.0,1
1.0,1
0.98,1
0.9,1
1.0,1
1.0,1
0.98,1
0.98,1
1.0,1
0.995,1
0.99,1
1.0,1
0.985,1
1.0,1
0.7,1
0.96,1
1.0,1
0.995,1
0.985,1
0.88,1
1.0,1
0.935,1
0.975,1
0.975,1
0.6,1
0.995,1
0.985,1
0.99,1
0.99,1
0.91,1
0.955,1
1.0,1
1.0,1
0.825,1
0.99,1
0.93,1
1.0,1
0.915,1
0.995,1
0.855,1
1.0,1
0.94,1
0.81,1
1.0,1
0.745,1
0.86,1
1.0,1
0.385,0
0.49,0
0.03,0
0.835,0
0.61,0
0.165,0
0.495,0
0.425,0
0.07,0
1.0,1
1.0,1
1.0,1
0.955,1
1.0,1
1.0,1
0.805,1
1.0,1
0.97,1
1.0,1
1.0,1
0.96,1
0.95,1
0.99,1
1.0,1
1.0,1
0.9,1
0.865,1
1.0,1
1.0,1
0.88,1
0.98,1
0.94,1
0.99,1
0.935,1
0.5,1
1.0,1
0.935,1
0.975,1
0.99,1
0.995,1
0.385,1
1.0,1
1.0,1
0.975,1
0.975,1
1.0,1
0.97,1
0.96,1
0.78,1
0.445,1
1.0,1
1.0,1
1.0,1
0.995,1
0.86,1
0.965,1
0.97,1
0.895,1
0.985,1
0.945,1
0.88,1
0.995,1
1.0,1
0.955,1
1.0,1
1.0,1
0.995,1
1.0,1
0.99,1
1.0,1
0.995,1
1.0,1
0.985,1
0.98,1
0.8,1
0.995,1
0.89,1
0.99,1
0.95,1
0.91,1
0.98,1
0.98,1
0.145,1
0.95,1
0.95,1
1.0,1
1.0,1
0.985,1
0.985,1
0.985,1
0.81,0
0.31,0
0.945,0
0.12,0
0.015,0
0.255,0
0.125,0
0.6,0
0.885,0
1.0,1
1.0,1
1.0,1
0.865,1
1.0,1
0.995,1
0.995,1
0.955,1
0.94,1
1.0,1
0.99,1
0.995,1
0.99,1
1.0,1
0.98,1
0.965,1
1.0,1
0.95,1
1.0,1
0.93,1
0.925,1
1.0,1
1.0,1
0.995,1
0.945,1
0.99,1
0.97,1
0.99,1
0.97,1
0.94,1
0.855,1
0.94,1
0.935,1
0.995,1
0.98,1
1.0,1
1.0,1
1.0,1
0.775,1
1.0,1
1.0,1
1.0,1
0.99,1
0.48,1
0.835,1
0.925,1
1.0,1
1.0,1
0.99,1
1.0,1
1.0,1
0.89,1
0.99,1
0.855,1
0.985,1
1.0,1
0.995,1
1.0,1
0.785,1
0.94,1
0.99,1
0.97,1
1.0,1
0.995,1
0.97,1
0.995,1
0.99,1
1.0,1
0.995,1
0.985,1
0.975,1
0.995,1
0.955,1
0.955,1
0.975,1
0.97,1
1.0,1
1.0,1
1.0,1
1.0,1
0.99,1
0.205,0
0.41,0
0.07,0
0.535,0
0.605,0
0.92,0
0.385,0
0.725,0
0.65,0
0.98,1
1.0,1
0.96,1
1.0,1
0.755,1
1.0,1
1.0,1
0.995,1
0.915,1
0.995,1
1.0,1
1.0,1
0.965,1
0.99,1
0.855,1
0.97,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.93,1
0.95,1
0.97,1
1.0,1
1.0,1
0.845,1
0.985,1
1.0,1
0.515,1
1.0,1
1.0,1
1.0,1
0.995,1
1.0,1
0.905,1
0.965,1
1.0,1
0.94,1
0.995,1
1.0,1
0.99,1
0.995,1
1.0,1
0.945,1
1.0,1
0.985,1
0.975,1
0.97,1
0.815,1
0.94,1
0.99,1
1.0,1
1.0,1
0.99,1
0.93,1
0.985,1
0.995,1
1.0,1
0.985,1
0.995,1
0.99,1
0.995,1
0.965,1
1.0,1
1.0,1
1.0,1
1.0,1
0.9,1
0.995,1
1.0,1
1.0,1
0.985,1
0.765,1
0.865,1
0.975,1
0.775,1
0.99,1
0.95,1
0.995,1
0.995,1
0.695,0
0.97,0
0.185,0
0.3,0
0.4,0
0.15,0
0.16,0
0.415,0
0.38,0
