scores,class
1.0,1
1.0,1
0.98,1
1.0,1
0.995,1
0.975,1
1.0,1
1.0,1
1.0,1
1.0,1
0.995,1
1.0,1
1.0,1
1.0,1
0.855,1
0.445,1
0.82,1
1.0,1
0.665,1
1.0,1
1.0,1
1.0,1
0.98,1
1.0,1
1.0,1
1.0,1
0.96,1
0.975,1
0.995,1
0.995,1
1.0,1
1.0,1
0.955,1
0.925,1
1.0,1
0.785,1
0.99,1
0.985,1
0.96,1
0.97,1
1.0,1
0.995,1
0.985,1
0.975,1
0.995,1
1.0,1
0.99,1
0.98,1
0.975,1
0.98,1
0.98,1
0.975,1
0.8,1
1.0,1
0.995,1
0.855,1
0.855,1
0.97,1
0.99,1
0.95,1
1.0,1
0.935,1
0.99,1
0.985,1
0.945,1
0.775,1
0.92,1
1.0,1
1.0,1
0.995,1
0.99,1
0.99,1
0.995,1
0.965,1
0.995,1
0.975,1
0.995,1
0.995,1
0.975,1
0.9,1
1.0,1
1.0,1
0.465,0
0.835,0
0.845,0
0.91,0
0.015,0
0.16,0
0.495,0
0.49,0
0.265,0
0.96,1
0.935,1
0.53,1
0.87,1
1.0,1
0.99,1
0.965,1
0.96,1
0.99,1
1.0,1
0.96,1
1.0,1
0.99,1
0.985,1
0.915,1
1.0,1
1.0,1
0.995,1
0.935,1
1.0,1
0.98,1
0.995,1
0.98,1
0.985,1
0.99,1
1.0,1
1.0,1
0.99,1
0.785,1
0.995,1
0.965,1
1.0,1
0.86,1
0.55,1
0.89,1
1.0,1
0.955,1
0.99,1
0.83,1
0.78,1
0.935,1
0.99,1
0.985,1
0.995,1
0.98,1
1.0,1
1.0,1
0.965,1
0.995,1
1.0,1
1.0,1
1.0,1
0.995,1
1.0,1
0.975,1
1.0,1
0.995,1
1.0,1
1.0,1
0.995,1
0.98,1
0.995,1
1.0,1
1.0,1
0.935,1
0.905,1
0.965,1
0.995,1
0.475,1
0.87,1
0.825,1
0.91,1
0.895,1
0.985,1
1.0,1
0.99,1
0.975,1
1.0,1
1.0,1
1.0,1
1.0,1
0.94,1
0.73,0
0.345,0
0.225,0
0.115,0
0.6,0
0.455,0
0.52,0
0.2,0
0.475,0
0.995,1
1.0,1
0.995,1
0.985,1
0.995,1
0.88,1
0.76,1
0.91,1
0.985,1
0.945,1
0.94,1
0.71,1
1.0,1
0.995,1
0.995,1
0.97,1
1.0,1
1.0,1
0.94,1
1.0,1
1.0,1
0.995,1
0.58,1
1.0,1
0.98,1
0.995,1
1.0,1
0.995,1
0.985,1
0.965,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.745,1
0.94,1
0.925,1
1.0,1
0.865,1
1.0,1
0.995,1
0.92,1
1.0,1
0.99,1
0.97,1
1.0,1
0.995,1
1.0,1
0.965,1
0.94,1
1.0,1
0.985,1
0.995,1
1.0,1
0.975,1
0.965,1
0.855,1
1.0,1
1.0,1
1.0,1
1.0,1
0.98,1
0.99,1
1.0,1
0.955,1
0.92,1
0.98,1
1.0,1
1.0,1
1.0,1
1.0,1
0.945,1
0.98,1
1.0,1
1.0,1
0.82,1
0.935,1
0.99,1
0.995,1
0.995,1
0.345,0
0.635,0
0.645,0
0.385,0
0.82,0
0.63,0
0.675,0
0.04,0
0.3,0
0.89,1
1.0,1
1.0,1
1.0,1
0.9,1
0.955,1
0.965,1
0.48,1
1.0,1
0.92,1
0.97,1
1.0,1
0.93,1
1.0,1
0.955,1
1.0,1
1.0,1
1.0,1
1.0,1
0.915,1
0.905,1
0.58,1
0.91,1
1.0,1
0.895,1
0.37,1
0.555,1
0.72,1
0.995,1
0.6,1
0.985,1
1.0,1
1.0,1
0.99,1
0.93,1
1.0,1
1.0,1
0.99,1
0.905,1
0.98,1
0.995,1
0.48,1
0.995,1
1.0,1
0.995,1
0.995,1
0.995,1
0.37,1
0.91,1
0.86,1
0.8,1
0.985,1
1.0,1
1.0,1
0.99,1
0.995,1
1.0,1
0.96,1
0.97,1
0.99,1
0.715,1
1.0,1
0.985,1
0.985,1
0.985,1
1.0,1
1.0,1
1.0,1
0.99,1
1.0,1
1.0,1
1.0,1
1.0,1
0.955,1
0.975,1
1.0,1
1.0,1
0.93,1
0.19,1
0.765,1
0.97,1
0.995,1
0.79,0
0.58,0
0.32,0
0.23,0
0.14,0
0.985,0
0.625,0
0.695,0
0.405,0
1.0,1
1.0,1
0.94,1
0.83,1
0.97,1
1.0,1
0.99,1
0.995,1
1.0,1
0.98,1
0.825,1
0.98,1
0.97,1
1.0,1
0.76,1
1.0,1
0.995,1
1.0,1
0.995,1
1.0,1
1.0,1
0.865,1
1.0,1
0.98,1
0.97,1
1.0,1
0.965,1
0.995,1
1.0,1
0.83,1
1.0,1
0.995,1
1.0,1
0.84,1
1.0,1
0.995,1
0.995,1
0.965,1
0.99,1
0.99,1
0.995,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.995,1
0.975,1
0.99,1
0.95,1
1.0,1
1.0,1
0.7,1
0.99,1
0.965,1
0.995,1
1.0,1
0.88,1
1.0,1
0.97,1
1.0,1
0.985,1
0.995,1
0.955,1
0.975,1
1.0,1
1.0,1
0.935,1
0.97,1
0.745,1
0.84,1
1.0,1
0.99,1
0.995,1
1.0,1
1.0,1
1.0,1
0.96,1
0.995,1
0.87,1
1.0,1
0.56,0
0.15,0
0.395,0
0.175,0
0.29,0
0.695,0
0.28,0
0.49,0
0.12,0
1.0,1
0.965,1
0.995,1
1.0,1
0.91,1
0.99,1
0.99,1
0.75,1
0.68,1
0.99,1
1.0,1
0.99,1
0.995,1
0.995,1
0.99,1
0.86,1
0.99,1
0.985,1
0.985,1
0.985,1
0.955,1
0.995,1
0.995,1
0.77,1
0.99,1
1.0,1
1.0,1
0.995,1
0.995,1
1.0,1
0.99,1
0.985,1
0.98,1
1.0,1
0.89,1
0.99,1
0.93,1
0.995,1
1.0,1
0.94,1
0.985,1
0.97,1
1.0,1
1.0,1
0.99,1
0.99,1
1.0,1
0.995,1
0.975,1
1.0,1
1.0,1
0.91,1
0.99,1
0.97,1
1.0,1
0.975,1
0.995,1
1.0,1
1.0,1
0.99,1
0.265,1
1.0,1
0.99,1
0.83,1
0.525,1
0.905,1
1.0,1
0.91,1
0.955,1
1.0,1
1.0,1
0.85,1
0.995,1
0.995,1
1.0,1
0.99,1
0.995,1
0.995,1
0.985,1
0.885,1
1.0,1
0.37,0
0.12,0
0.62,0
0.485,0
0.93,0
0.015,0
0.61,0
0.165,0
0.98,0
0.395,0
1.0,1
0.975,1
1.0,1
0.91,1
0.985,1
0.77,1
0.86,1
0.825,1
0.99,1
1.0,1
0.995,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.88,1
1.0,1
1.0,1
1.0,1
1.0,1
0.99,1
0.965,1
1.0,1
0.985,1
0.97,1
1.0,1
1.0,1
0.665,1
0.935,1
0.99,1
0.995,1
0.99,1
0.99,1
1.0,1
0.995,1
0.96,1
0.97,1
0.985,1
0.94,1
0.99,1
0.995,1
0.95,1
1.0,1
0.995,1
0.935,1
0.925,1
1.0,1
0.76,1
0.99,1
1.0,1
0.96,1
0.985,1
0.995,1
1.0,1
0.99,1
0.99,1
0.985,1
0.98,1
0.99,1
1.0,1
0.975,1
0.995,1
0.995,1
0.955,1
0.98,1
0.99,1
1.0,1
0.97,1
0.995,1
1.0,1
0.995,1
0.995,1
0.73,1
0.995,1
1.0,1
1.0,1
0.97,1
0.73,1
0.95,1
1.0,1
0.935,0
0.345,0
0.385,0
0.595,0
0.465,0
0.375,0
0.215,0
0.47,0
0.565,0
1.0,1
0.995,1
1.0,1
1.0,1
1.0,1
0.505,1
0.99,1
1.0,1
0.985,1
0.97,1
1.0,1
0.99,1
0.995,1
0.995,1
1.0,1
0.975,1
1.0,1
0.86,1
0.98,1
0.99,1
0.995,1
1.0,1
0.95,1
0.95,1
1.0,1
0.795,1
0.93,1
1.0,1
0.98,1
1.0,1
0.985,1
0.985,1
1.0,1
1.0,1
1.0,1
0.68,1
1.0,1
0.97,1
1.0,1
1.0,1
0.995,1
0.975,1
0.985,1
0.995,1
0.99,1
0.4,1
1.0,1
0.99,1
0.985,1
0.965,1
1.0,1
0.99,1
1.0,1
0.88,1
0.995,1
0.98,1
0.995,1
1.0,1
1.0,1
0.965,1
1.0,1
0.995,1
0.995,1
0.97,1
0.995,1
1.0,1
0.98,1
0.895,1
1.0,1
1.0,1
1.0,1
0.85,1
1.0,1
0.995,1
0.94,1
0.975,1
0.935,1
0.995,1
0.995,1
1.0,1
0.96,1
0.435,0
0.265,0
0.18,0
0.23,0
0.33,0
0.71,0
0.345,0
0.33,0
0.14,0
0.995,1
0.68,1
1.0,1
0.99,1
1.0,1
0.965,1
0.995,1
0.885,1
0.985,1
0.92,1
0.99,1
0.99,1
1.0,1
0.96,1
1.0,1
0.97,1
1.0,1
0.995,1
0.72,1
0.995,1
0.9,1
0.99,1
1.0,1
1.0,1
0.78,1
0.995,1
0.775,1
0.98,1
0.93,1
1.0,1
0.955,1
1.0,1
1.0,1
0.995,1
0.995,1
0.995,1
0.995,1
0.83,1
0.98,1
1.0,1
0.755,1
0.985,1
0.94,1
0.735,1
0.89,1
0.995,1
0.945,1
1.0,1
1.0,1
0.995,1
0.9,1
1.0,1
1.0,1
1.0,1
0.965,1
0.935,1
1.0,1
0.98,1
1.0,1
1.0,1
0.99,1
0.94,1
0.995,1
0.955,1
0.41,1
1.0,1
0.965,1
1.0,1
0.98,1
0.995,1
1.0,1
0.995,1
0.975,1
1.0,1
0.985,1
0.98,1
0.995,1
1.0,1
0.99,1
0.305,1
0.655,1
0.36,0
0.705,0
0.32,0
0.39,0
0.615,0
0.75,0
0.385,0
0.485,0
0.075,0
0.795,1
0.995,1
1.0,1
1.0,1
1.0,1
0.98,1
1.0,1
0.97,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
1.0,1
0.965,1
0.995,1
0.995,1
0.96,1
0.87,1
0.985,1
0.91,1
0.995,1
0.76,1
0.99,1
0.89,1
0.985,1
1.0,1
0.99,1
0.86,1
1.0,1
0.99,1
0.995,1
0.985,1
0.975,1
0.995,1
0.965,1
0.97,1
0.99,1
0.985,1
1.0,1
1.0,1
0.985,1
1.0,1
0.99,1
1.0,1
1.0,1
1.0,1
0.99,1
0.995,1
0.9,1
0.99,1
0.945,1
0.945,1
0.995,1
1.0,1
0.94,1
1.0,1
0.995,1
0.975,1
1.0,1
0.995,1
0.99,1
1.0,1
0.79,1
0.97,1
0.95,1
0.995,1
0.915,1
0.99,1
0.99,1
1.0,1
0.985,1
0.855,1
0.985,1
1.0,1
1.0,1
0.975,1
1.0,1
0.935,1
0.985,0
0.68,0
0.485,0
0.765,0
0.545,0
0.495,0
0.44,0
0.05,0
0.395,0
